question,answer,language
Puis-je utiliser mon vaporisateur cannabis avec du e-liquide CBD ?,Cela dépend du type de vaporisateur que vous utilisez. Certains modèles sont compatibles avec le e-liquide mais souvent il faut acheter un vapo spécialement conçu pour ou une e-cigarette. Ces vapos (type Kannavape) permettent de mettre des cartouches de e-liquide dedans.,fr
"Vos produits sont-ils ""naturels"" ?","Nous nous efforçons d'utiliser des ingrédients certifiés biologiques, naturels ou naturellement dérivés dans la mesure du possible. Ces ingrédients sont marqués dans la liste des ingrédients d'un produit donné.",fr
Comment toucher les APL ?,"L’APL est une aide financière versée par la CAF (Caisse d’Allocation Familiale) afin d’aider les ménages à payer leurs loyers ou à rembourser leurs mensualités de prêt immobilier.

Pour bénéficier des APL vous devez: être locataire ou sous locataire, propriétaire bénéficiant d’un prêt conventionné ou d’un prêt à l’accession  sociale ou résident d’un hébergement.

Pour que L’APL soit versée, il faut que le logement se situe en France, qu’il soit la résidence principale et qu’il soit conventionné. Vous pouvez effectuer une simulation de votre APL sur cette page

Il ne faut pas que les revenus ne dépassent à un certain plafond en fonction de la composition du foyer et de la zone géographique dans laquelle se situe le logement.

Enfin, il faut respecter les critères de décence, c’est-à-dire une surface habitable d’au moins 9 m² et une hauteur sous plafond minimale de 2,20 m ou un volume habitable de 20 m².",fr
Est-ce que Guichet Carte Grise est une société agréée ?,"Guichet Carte Grise, société agréée et habilitée par le Ministère de l'Interieur et le Trésor Public (habilitation n°212900 et agrément n°52480) vous permet de faire votre demande directement en ligne, depuis chez vous, rapidement, efficacement et de manière sécurisée.",fr
"Je suis mineur, est ce que je peux louer un smartphone ?",Il faut être majeur pour louer un smartphone. En revanche un de vos parents peut souscrire pour vous : il faudra simplement qu'il passe commande en son nom.,fr
Qu'est-ce qu'un mandat de recherche ?,Il s’agit d’un mandat signé entre un futur acheteur (personne physique ou morale) et un professionnel de l’immobilier (chasseur immobilier) permettant à ce dernier de rechercher et de trouver le bien idéal ! A ne pas confondre avec le mandat de vente qui est conclu entre un vendeur et un agent immobilier.,fr
Dois-je considérer qu’il y aura des lectures et travaux à faire pendant ou avant la formation?,"Il faut prévoir le temps requis (variant d'une personne à l'autre) pour la documentation à consulter avant le module 1 (articles, documents et vidéos - une dizaine au total).

Par ailleurs, le cursus de la formation inclut 3 stages obligatoires en milieu scolaire d'une durée de 50 à 60 minutes à réaliser en équipe de 2 ou 3 personnes. Il faut également considérer le temps de préparation avec votre équipe.",fr
"Il manque certains articles de ma commande, que se passe-t-il ?","p.p1 {margin: 0.0px 0.0px 0.0px 0.0px; font: 12.0px 'Helvetica Neue'}



Nos produits peuvent être expédiés séparément en fonction de votre commande. Si celle-ci contient par exemple des articles de deux entrepôts différents, il y aura deux livraisons. Le reste de la commande arrivera très certainement sous peu.",fr
Comment faire pour jouer sur Casino777 ?,"Vous devez uniquement vous inscrire, soit en utilisant la version sans téléchargement avec jeux instantanés, soit en choisissant la version téléchargeable, simple d’accès et rapide. Vous n’aurez ensuite qu’à choisir votre montant de dépôt.",fr
➕ Qui prend en charge la dératisation : propriétaire ou locataire ?,"Le locataire  Tout logement qui est loué et qui est concerné par une infestation de rats qu’il s’agisse d’un appartement, d’une maison individuelle ou d’une maison de ville devra être dératisé aux frais exclusifs du propriétaire. En effet, la loi est très claire à ce sujet. La loi 89-462 du 6 juillet 1989 stipule que le propriétaire est tenu de louer un logement propre et salubre.  
          Le propriétaire  D’après la loi de 1989, le propriétaire de tout logement infesté par des rats est donc tenu de payer le déplacement et l’intervention des équipes de dératisation.  Municipalité  Lorsque l’on est confronté à une infestation de rats il est toujours utile et judicieux de prendre des informations auprès de la mairie dont on dépend. En effet, cette dernière est susceptible de proposer des aides qui permettront de financer la dératisation.",fr
Où me procurer des fleurs de CBD ?,"Bienvenue sur le site de Soweed. Nous sommes des spécialistes des fleurs de chanvre. En choisissant nos produits de très haute qualité, cultivés en Europe, vous vous assurerez une consommation parfaitement légale et surtout bio. Consultez notre vaste éventail d’options disponibles.",fr
Avec quelle matière les coques sont-elles réalisées ?,"Nous vous proposons des coques en matière silicone, c’est une matière qui protège extrêmement bien le téléphone et qui est durable sur le long terme. Le silicone mélange qualité et protection pour un résultat sublime.",fr
Quelles sont les dates des prochaines élections municipales ?,"Le premier tour des prochaines élections municipales se déroulera le dimanche 15 mars 2020. Si nécessaire, un second tour sera organisé le dimanche 28 juin 2020. Le scrutin vise à élire les membres des conseils municipaux. Les maires seront élus, à bulletins secrets et à la majorité absolue, lors du premier conseil municipal suivant les élections. Maires, adjoints et conseillers municipaux sont élus pour un mandat de six ans renouvelable.",fr
"La prescription d’un médecin généraliste est suffisante pour un bilan ou un traitement logopédique hors assurance, selon l’article de votre revue : doit-on l’envoyer à quelqu’un ou seulement l’introduire dans le dossier du patient ? (UI3-2012)","Cette prescription est à classer dans le dossier du patient, onglet administratif.",fr
Et-ce qu'il y aura des pauses ?,"Il y aura 15 minutes de pause entre chaque cours tout au long de l'événement.



Néanmoins, beaucoup n’enchaîneront pas tous les cours et vous pouvez faire de plus longues pauses pour profiter pleinement du village des Samouraï",fr
Quel est le matelas le plus ferme en latex naturel ?,Nos matelas en latex 100% naturel les plus fermes sont le Novoluxe et le Novonight avec une densité de 95kg/m3,fr
Quels sont les différences entre les fleurs de cannabis ?,"Ces fleurs de CBD sont en fait issues du chanvre cultivé initialement à des fins industrielles. Maintenant, elles sont produites en fonction de la législation qui prévoit un taux de THC inférieur à 0,2% pour pouvoir être légalement commercialisées et consommées. Cette densité maximale garantit que la molécule dangereuse, psychotrope, ne sera pas présente. 
Les fleurs de cannabis proviennent de deux genres de plantes au regard de leur mode de reproduction : les monoïques d’une part, les dioïques d’autre part.
Le chanvre industriel comporte une majorité de plants dits monoïques : chacun comporte à la fois des fleurs mâles et femelles. Ces plantes ne se fécondent pas elles-mêmes et ont besoin d’autres pour se reproduire. En conséquence, elles portent beaucoup de graines et sont donc peu intéressantes pour produire des fleurs de CBD séchées.
Le cannabis est quant à lui dioïque : les plants comportent des fleurs qui sont soit mâles, soit femelles, pas les deux en même temps. Les fleurs femelles sont fécondées par le pollen émis par les fleurs mâles.
 
Pour ce qui est des fleurs et de la résine de CBD, le cannabis dioïque est privilégié car les fleurs femelles sont plus grandes et la quantité de résine qu’elles produisent pour fixer le pollen des fleurs mâles est supérieure. Il est intéressant de noter que plus le stress auquel la plante est soumise lors de sa croissance est grand, plus la résine contiendra une teneur supérieure en CBD. Les nutriments et les facteurs naturels auquel le plant est soumis jouent également sur la qualité finale de la résine.",fr
Peut-on sauter des repas?,"NON. Vous voulez perdre du poids? C'est en mangeant correctement que l'on y arrive et non en arrêtant de manger. En sautant un repas, vous privez votre organisme et celui-ci l'enregistre donc au repas suivant vous allez stocker!!!!",fr
"Sur mon produit, il y a la DLUO et la PAO ? Comment faire ?","Il vous faut d’abord vous référer la PAO dans l’hypothèse où
la DLUO n’ait pas encore été dépassée. 



Dans le cas où la DLUO est dépassée, nous vous conseillons d’examiner
le produit sinon de vous rapprocher de la marque qui commercialise le produit.",fr
"Un voyage au Laos, c’est sûr ?","Le Laos est un pays très calme et les problèmes de sécurité y sont plutôt rares. La route de Vientiane à Luang Prabang a cependant mauvaise réputation car elle a été le théâtre d’attaques ponctuelles dirigées contre l’armée. Globalement, c’est une destination sûre pour les voyageurs même si les précautions habituelles de voyages sont tout de même à respecter.
Il existe un couvre feu pour lutter officiellement contre l’alcoolisme des jeunes, officieusement, les considérations seraient plutôt politiques. Les restaurants ferment ainsi à 23h/23h30 et les bars et boîtes de nuit à minuit. Pour les folles nuits, le Laos n’est pas une destination de prédilection.
La situation politique des pays n’étant pas statique, il est toujours bon de se renseigner auprès du ministère des affaires étrangères de votre pays d’origine avant le départ.",fr
🗄️ Comment conserver son E Liquide ?,"Il convient de conserver son eliquide à l'abris de la chaleur, du vent et de la lumière. Pour une meilleure conservation de votre eliquide, surtout pour les grandes quantités de eliquide DIY nous vous recommandons de le stocker dans une bouteille, fiole en verre.",fr
Comment procéder dans le cas de chirurgiens-dentistes exerçant en cabinets de groupes ou autres associations de chirurgiens-dentistes ?,"Les EFS sont réalisées au nom de la personne physique ou morale qui perçoit l’honoraire. (Le Co-contractant)
Le montant mensuel d’EFS autorisé peut être adapté à la hausse en cas de besoin dans les différentes associations de chirurgiens-dentistes, une demande du co-contractant doit être introduite en ce sens par le biais de notre messagerie intégrée.",fr
Quel vélo électrique est le plus rapide ?,"Les vélos électriques seront tous aussi rapides puisque leur assistance électrique est toujours bridée à 25km/h, tel que l’exige la loi. Vous pouvez rouler à une allure plus élevée, mais cela sera sans assistance électrique. 



Voir tous nos vélos à assistance électrique







Si vous cherchez à aller encore plus vite, ce n’est plus un vélo électrique qu’il vous faut, mais un speedbike. Ces véhicules peuvent atteindre les 45km/h, c’est pourquoi ils font partie de la catégorie des cyclomoteurs. À ce titre, leurs propriétaires doivent en respecter la réglementation et porter un casque adapté, immatriculer et assurer le speedbike... 








Mais les spécialistes de la vitesse, c'est décidément Stromer.



Voir tous nos modèles Stromer",fr
"Téléphone, Internet et GPS, ça fonctionne ?","Au Sri Lanka il est assez simple de communiquer, aussi bien nationalement qu’internationalement. Les kiosques et agences téléphoniques sont assez courants en ville et sont souvent ouverts très tard le soir. Vous apprendrez vite à les reconnaître grâce à leurs panneaux rouges. Même si les tarifs sont variables d’un kiosque à un autre, cela reste tout de même plus avantageux que de téléphoner depuis votre hôtel.
Si vous souhaitez utiliser votre téléphone portable, il est largement préférable que vous achetiez une carte SIM sur place. Un appel depuis votre forfait international risque de vous coûter très cher. Les cartes locales coûtent environ 1000 Rs (environ 6.70€) pour 2 semaines, et peuvent être rechargées depuis les supermarchés, les magasins spécialisés, les stations-services ou encore les tabacs-journaux. Vous pouvez également acheter directement un téléphone portable (environ 5000 Rs, soit environ 33.3€) qui vous sera livré avec une petite quantité de crédit téléphonique.
Quant à l’accès à Internet, le réseau n’est malheureusement pas encore très développé. Vous ne rencontrerez donc pas beaucoup de cybercafé sur votre route, mais la plupart des hôtels et des maisons d’hôtes proposent un point d’accès à la toile. Vous aurez même peut-être la chance d’accéder à un réseau WIFI !",fr
Est-ce que les frais de port sont gratuits ?,"Nous vous offrons les frais de livraison et de préparation à partir de 65€ d&#x27;achat, quelle que soit la destination !En savoir plus ou commander maintenant !",fr
A quoi sert l'assurance emprunteur ?,"Lorsque vous empruntez, votre capacité de remboursement est basée sur vos revenus futurs. Une incapacité de travail, un décès, peut engendrer des baisses de vos ressources et empêcher le remboursement du crédit. Initialement conçue pour protéger les emprunteurs, l'assurance de prêt est devenue, aujourd’hui, une source substantielle de revenus pour les banques et les courtiers en crédit. Par conséquent, ces organismes poussent leurs clients à souscrire leur propre assurance emprunteur (appelée aussi « assurance de prêt »).",fr
"Je n'ai pas de CV, je peux m'inscrire?","Il faut essayer d'en faire un même manuscrit, sinon nous prendrons en note vos différents emplois.",fr
"J’ai reçu un SibyllineTicket, comment l’utiliser ?","Pour utiliser votre SibyllineTicket, sélectionnez la date de l’événement auquel vous souhaitez participer dans la rubrique “Agenda”.

Choisissez ensuite le nombre de place souhaité puis renseignez votre code d’utilisation présent sur le ticket. Il n’y a plus qu’à valider la commande et le tour est joué !",fr
Peut-on appliquer Teinte & Cire sur un bois vernis ?,"Non, car la teinte doit s'imprégner dans le bois. Il conviendra donc de retirer la totalité de l'ancienne finition (ponçage ou décapage).",fr
De quel matériel ai-je besoin pour réaliser ce programme ?,"Vous avez besoin d’un smartphone, tablette ou d’un ordinateur avec internet pour suivre votre programme et regarder les vidéos.",fr
Quelles sont les heures d'ouverture du Palais des Doges suite à la pandémie de COVID-19 ?,"Le Palais des Doges est ouvert de 9 h à 18 h du jeudi au dimanche jusqu'au 30 juillet. À partir du 31 juillet, le Palais des Doges sera ouvert tous les jours de la semaine de 9 h à 18 h.",fr
"J’ai perdu mon mot de passe, pourriez-vous m’aider ?","- sur la page d’accueil, clique sur “Connexion” puis sur “Mot de passe oublié ?”- enregistre ton mail et clique sur “Envoyer”- tu recevras un mail avec un nouveau mot de passe. Vérifie bien dans tes “spams”- une fois connecté, tu peux librement re-modifier ton mot de passe en cliquant sur “Mon compte” puis sur “Changement du mot de passe”",fr
"7 - Concrètement, si je fais appel au Feng Shui, devrais-je obligatoirement entreprendre de gros travaux ?","Un praticien en Feng Shui traditionnel ne vous demandera pas de casser des murs ou de réaménager l’ensemble de l’espace. Si vous aviez déjà prévu de le faire, il fera en sorte que les travaux soient ajustés et permettent effectivement d’optimiser le lieu. Ces travaux seront effectués seulement s’il s’agit d’un secteur en lien avec la problématique.

Le Feng Shui traditionnel vise avant tout la préservation de la vitalité, et donc l’économie de force, y compris pour les acteurs des changements. Les préconisations doivent être facilement réalisables et faire preuve de bon sens. Elles doivent absolument respecter un budget prédéfini. Le praticien cherchera donc à réutiliser au maximum et dans la mesure du possible les meubles et objets et de les placer au bon endroit afin d’optimiser la circulation de Qi.",fr
Mon enfant peut-il venir chaque mercredi au Relais de son âge et/ou au Relais des Écoliers ?,"En fonction des places réservées, nous pourrons mettre en place une répartition des présences. Si besoin, nous nous y résoudrons, dans le respect des priorités sociales, pour permettre à tous d'accéder au Relais.",fr
Tous les OPCO demandent-ils la certification Qualiopi pour le 1er Janvier 2021 ?,"Oui. Les 11 OPCO qui reconnaissent Qualiopi sont identifiés et ont l’obligation de travailler avec les acteurs de la formation disposant du label Qualiopi (OCAPIAT, OPCO DE LA COHÉSION SOCIALE, OPCO 2I, ATLAS, AFDAS, OPCOMMERCE, OPCO DES ENTREPRISES DE PROXIMITÉ, OPCO MOBILITÉ, OPCO DE LA CONSTRUCTION, OPCO SANTÉ, AKTO, OPCO DES ENTREPRISES ET DES SALARIÉS À FORTE INTENSITÉ DE MAIN-D’ŒUVRE)",fr
Que faire des selles avec les couches lavables ?,On peut utiliser un voile de protection jetable ou lavable ou encore racler les selles ou utiliser une douchette de toilette,fr
Comment extraire le CBD ?,"Il y a principalement deux méthodes d’extraction du CBD de la plante de cannabis. La première est l'extraction au CO2 qui permet d'isoler efficacement le cannabidiol des autres cannabioides. Elle est la plus indiquée si l’objectif est d’avoir un CBD le plus pur possible mais, présente le désavantage d'extraire tous les autres composés.La seconde technique d'extraction est celle qui se fait par solvant est permet d'extraire tous les composés cannabioides.",fr
Puis-je prendre l'avion après un don ?,"Si vous êtes bien hydraté, cela ne devrait pas poser de problème. Les voyages, en particulier en avion, peuvent entraîner une déshydratation pouvant augmenter le risque de développer une thrombose. C'est pourquoi, si vous êtes déshydraté, il vous est recommandé  de reporter votre don jusqu’à ce que vous soyez bien hydraté.",fr
Puis-je cumuler mes codes de réduction ?,"Non.Sauf cas exceptionnel, nous n'accepterons qu'un seul et unique code de réduction par commande.",fr
Comment faire une consultation de voyance audiotel avec Chavi ?,Vous pouvez accéder sur cette page où vous trouverez le numéro de notre service de voyance sans cb qui vous permet d'appeler Chavi,fr
"J'ai mis en ligne une vidéo, et son statut est "" Repost "". Qu'est-ce que ça veut dire ?","Cela signifie que ton fichier a déjà été mis en ligne par le passé (il a peut-être même été supprimé plus tard), il ne s'agit donc pas de l'original.",fr
Les paiements sont-ils sécurisés ?,"SOMMNIA utilise un fournisseur de passerelle de paiement certifié. Tous les détails de la carte de crédit sont cryptés selon la norme PCI-DSS. Notre fournisseur de passerelle de paiement a été audité par un évaluateur indépendant de la qualité, qualifié pour la sécurité selon les normes PCI ( PCI Qualifies Security Assessor, QSA), et est certifié en tant que fournisseur de services de niveau 1. Il s'agit du niveau de certification le plus strict disponible dans le secteur des paiements. SOMMNIA ne voit donc pas et ne conserve pas les informations de votre carte de crédit.",fr
Où trouver les accessoires et les pièces détachées pour mon appareil sous vide ?,Vous trouverez les accessoires et les pièces détachées pour votre appareil en cliquant ici: <link>,fr
Quels sont les modes de paiement ?,"Sevellia.com vous propose de payer par coordonnées bancaire (CB, Visa, MasterCard) ou Paypal directement sur le site internet. Le paiement est 100% sécurisé. Les paiements par chèque ou virement bancaire ne sont pas acceptés.",fr
Quelles sont les valeurs à partager ?,"En tant que partenaire MyChauffage.com, vous devez partager les valeurs qui nous animent :- La satisfaction client- Le respect des engagements- La réactivité d’intervention en cas de problème suite à la poseEt bien sûr, vous engager à réaliser un travail de qualité.",fr
1 - Que faut-il faire pour se raccorder sur un plancher chauffant ?,Installer obligatoirement une sécurité thermique sur le départ plancher (réf 710111) et paramétrer le régulateur (P207 < 50°C et P208 = 23°C par exemple),fr
Que dois-je faire si je tombe malade?,"Si à la suite d’un accident ou d’une maladie vous devez consulter un médecin ou être hospitalisé, il est important d’appeler le numéro de téléphone d’assistance indiqué sur votre courriel de confirmation et/ou sur votre carte de portefeuille. 

En communiquant avec le service d’assistance

Vous devez expliquer la situation en mentionnant le numéro de votre police d’assurance. Les agents du service d’assistance en cas d’urgence seront en mesure de vous diriger vers le centre médical approprié. De plus, ils vont ouvrir le dossier de réclamation et vous enverront les formulaires nécessaires. Si vous êtes dans l’incapacité de téléphoner, vous pouvez vous rendre directement à l'hôpital et demander à quelqu'un de vos proches de faire cet appel à votre place. 
À défaut de communiquer au service d'assistance, certains assureurs peuvent vous pénaliser ou même refuser votre réclamation.",fr
Qu’est-ce que le Click & Collect  (Retrait en magasin) et comment est-ce que cela fonctionne ?,"Notre nouveau service vous permet de faire votre shopping en ligne quand vous le souhaitez et de venir tranquillement récupérer votre commande au shop.Nous rassemblons vos articles et préparons votre commande pour que vous puissiez la récupérer sans contact.Rien de plus facile :Placez les produits qui vous intéressent dans votre panierValidez votre panier et sélectionnez le mode de livraison « Récupérer en boutique »Finalisez votre commandeNous préparons votre commande et vous informons par email dès qu’elle est prête à être récupérée. En règle générale, votre commande est prête en 24 heures.Veuillez noter que le Click & Collect est disponible lorsque les produits souhaités sont en stock dans notre magasin à Hyères. Si l’envoi est effectué par un de nos partenaires, le Click & Collect ne sera malheureusement pas disponible. Il n’est pas possible non plus de vous faire livrer une partie de votre commande et de récupérer une autre partie au magasin. Dans ce cas, merci de faire deux commandes distinctes.En cas de paiement par Paypal Express Checkout, le Click & Collect n’est pas disponible.N’hésitez pas à nous contacter pour tout renseignement complémentaire.Ligne direct Tél : 0033 6 37 45 87 73 (9H – 18H)",fr
"« Est-ce que ""Aidons Nos Restaurants"" facture des frais aux restaurants ? »",Il n'y a pas de frais pour utiliser la fonctionnalité pour un restaurant.,fr
Quels sont les frais de livraison?,"Il n’y a pas de frais de livraison. La livraison est gratuite pour la France métropolitaine et les pays de UE. Cependant, certains pays et DOM-TOM peuvent avoir des frais de livraison, qui seront alors affichés lors du passage en caisse.",fr
Y a t il une machine à café dans les chambres du Maison Albar Hotels Le Diamond?,Oui il y a une machine à café Nespresso dans les Chambres Executive et Suites Executive,fr
Combien de visiteurs sont autorisés à l'intérieur de la Galerie Borghèse après la pandémie de la COVID-19 ?,"La Galerie Borghèse ne peut accueillir que 80 visiteurs à la fois, par tranches de deux heures.",fr
Je n'ai toujours pas reçu ma commande. Qu'est-ce qui prend autant de temps ?,"Nous vous prions de nous excuser pour le retard. Parfois, l'expédition internationale peut prendre plus de temps que prévu en raison du dédouanement. Vous pouvez par contre tracer votre commande et voir où elle se trouve à tout moment. Si vous estimez toujours avoir besoin d'aide dans le traçage de votre paquet ou que vous souhaitez vous renseigner sur cette dernière, veuillez communiquer avec nous par courriel à l'adresse suivante :sav.coolwind@gmail.com",fr
Le CBD est-il compatible avec la prise de médicaments ?,"Nos huiles de CBD sont des huiles végétales, il n'y a, donc, pas de contre-indication connue. Malgré tout, nous vous recommandons d'en discuter avec votre pharmacien et/ou médecin.",fr
Est-ce que je peux appliquer la Cire à Céruser sur un bois non veiné ?,"Non, car le rendu final ne sera pas esthétique.",fr
Est ce que l'Hôtel est bien situé dans Paris ?,"Notre hôtel est face à la Madeleine, à 500 mètres de la Concorde, à 10 minutes à pied de l’Opéra Garnier et des Tuileries, et à moins de 20 minutes à pied du musée d’Orsay, du musée du Louvre, de Notre-Dame de Paris et du musée Grévin. Découvrez nos atouts.",fr
Y a-t-il des réductions pour les enfants ?,"Les enfants sont les bienvenus en Tanzanie et bénéficient presque à chaque fois de réductions dans les sites touristiques et les hôtels. De plus, nous essayons systématiquement d’obtenir des tarifs préférentiels pour les plus jeunes auprès de nos hébergements partenaires pour pouvoir vous proposer un voyage en Tanzanie au meilleur rapport qualité-prix !",fr
Ai-je le droit de fumer du CBD ?,"Le CBD est une substance autorisée à la vente. D'un point de vu légal, vous avez le droit de fumer du CBD en sphère privée.",fr
"Je souhaite payer en plusieurs fois, est-ce possible ?","L’abonnement à ONE ne peut pas faire l’objet d’un échéancier de paiement. Nous sommes en mesure de vous proposer les tarifs très optimisés de ONE (cf page nos offres) notamment grâce à l’optimisation de notre dispositif de traitement des commandes. Lorsque vous vous abonnez à ONE, la facture est automatiquement générée et envoyée avec un délai de paiement de 30 jours",fr
