question,answer,language
Czy przewód Green Cell Type 2 EV jest kompatybilny z moim pojazdem?,"Gniazda typu 2 są standardem zasilającym w większości samochód elektrycznych oraz stacji ładowania, jednak aby mieć pewność prosimy sprawdzić instrukcję dołączoną do Państwa pojazdu lub stronę producenta. Alternatywą jest porównanie gniazda ładowania ze zdjęciami na stronie produktu. W przypadku wątpliwości zachęcamy do kontaktu z naszym działem obsługi klienta.",pl
Jak wygląda proces realizacji zamówienia oraz jego status?Co oznacza status zamówienia „realizowane”?,"Po rozpoczęciu realizacji Twojego zamówienia otrzymasz od nas email potwierdzający,że zamówienie zostało złożone. Od tego momentu status zamówienia zmienia się na „realizowane” co oznacza,że produkty są kompletowane i przygotowywane do wysyłki. Gdy tylko zamówienie zostanie skompletowane i przekazane do wysyłki-poinformujemy Cię o tym mailowo przesyłając numer listu przewozowego do śledzenia paczki. Wtedy też status zostanie zmieniony na „wysłane”.",pl
Czy rok nauki wystaczy mi żeby dobrze przygotować się do egzaminu?,"Rok może wystarczyć żeby dobrze się przygotować, ale sugerujemy wtedy żeby częściej chodzić na zajęcia dodatkowe.",pl
Która konsola jest lepsza? Xbox One X/S czy Series X/S?,Najlepszą i najnowszą konsolą jest Xbox Series X. Zaraz za nią jest Series S. Są to konsole najnowszej generacji o jeszcze większych możliwościach niż Xboksy One.,pl
Jak łączyć zioła w doniczce?,"Aby różne zioła dobrze rosły w jednej doniczce należy kierować się podobnymi wymaganiami dotyczącymi zapotrzebowania na wodę o raz wysokością. Możemy łączyć w pary:lawendę i tymianek – preferują suche podłożepietruszka i koper – preferują wilgotne podłożerozmaryn i szałwiabazylia, cząber i majeranek",pl
Ile mogę zaoszczędzić kupując telewizor w promocji?,Ceny telewizorów w promocji są nawet kilkanaście procent niższe w stosunku do ceny regularnej telewizora. Niektóre obejmujące również telewizory promocje pozwalają kupić wybrany sprzęt nawet za 1 zł.,pl
Czy zakupu nieruchomości w DE można dokonać u polskiego notariusza?,"Nie, aby transakcja była ważna musi się odbyć w niemieckim biurze notarialnym.",pl
Czy ładowarka będzie pasować do baterii?,"W tym przypadku należy zwrócić uwagę na rodzaj zastosowanych ogniw w akumulatorze. Jeśli planujemy zakupić akumulator Li-Ion (litowo-jonowy) a wcześniej korzystaliśmy z akumulatora na ogniwach Ni-Mh (niklowo-metylowo-wodorkowych) lub Ni-Cd (niklowo-kadmowych), to nowy akumulator nie będzie ładowany przez naszą ładowarkę i należy zakupić odpowiednią ładowarkę.
<link>",pl
Co muszę zrobić by zapisać się na wizytę?,"By zapisać się na wizytę muszą Państwo najpierw wypełnić kwestionariusz zdrowotny oraz wykonać zdjęcie pantomograficzne oraz badania poziomu witaminy D3 OH25, poziomu cholesterolu LDL, i morfologii krwi. Więcej informacji na temat wskazanych badań znajdą Państwo w zakładce Zostań pacjentem. Należy również zapoznać się z listą często zadawanych pytań – FAQ. Następnie należy ustalić dogodny termin wizyty mailowo lub telefonicznie.",pl
Gdzie rolnik może zamontować instalację fotowoltaiczną?,"Nowoczesne instalacje fotowoltaiczne są przystosowane do montażu zarówno na dachach domów jednorodzinnych, dachach budynków gospodarczych, a także na gruntach rolnych. W ostatnim przypadku należy jednak pamiętać, że większe instalacje nie mogą być montowane na gruncie o klasie lepszej niż IV.",pl
Na jaką sumę ubezpieczyć dom lub mieszkanie?,"Suma ubezpieczenia (SU) to maksymalna wysokość odszkodowania, jaką towarzystwo wypłaci ubezpieczonemu przy szkodzie całkowitej, czyli np. wtedy, kiedy nieruchomość doszczętnie spłonie. Ustala się ją osobno dla mur&oacute;w, element&oacute;w stałych, ruchomości domowych i np. OC w życiu prywatnym. SU mają istotny wpływ na wysokość składki ubezpieczeniowej &ndash; im są wyższe, tym droższe ubezpieczenie domu lub mieszkania.


Suma ubezpieczenia mieszkania&nbsp; powinna być realnym odzwierciedleniem wartości przedmiotu, do kt&oacute;rego się odnosi. W innym wypadku ubezpieczony może ponieść straty w dwojaki spos&oacute;b: na skutek niedoubezpieczenia lub nadubezpieczenia.

Niedoubezpieczenie jest konsekwencją niedoszacowania lub po prostu świadomego zaniżenia wartości mienia. Przykładowo, posiadamy mieszkanie o wartości rynkowej 300&nbsp;000 zł i ubezpieczamy je na 200&nbsp;000 zł. Powoduje to nieznaczne obniżenie składki, ale w przypadku szkody całkowitej towarzystwo wypłaci nam tylko deklarowane wcześniej 200&nbsp;000 zł, czyli będziemy stratni aż 100&nbsp;000 zł.&nbsp;

Nadubezpieczenie jest wynikiem świadomego lub nie przeszacowania wartości mienia. Jeśli wspomniane wyżej mieszkanie warte 300&nbsp;000 zł ubezpieczymy na kwotę 400&nbsp;000 zł i zostanie ono całkowicie zniszczone, to ubezpieczyciel wypłaci nam rekompensatę r&oacute;wną realnej wartości nieruchomości (300&nbsp;000 zł), ponieważ taka kwota wystarczy do całkowitego pokrycia strat. Zawyżona suma ubezpieczenia przyczyni się natomiast do niepotrzebnego zawyżenia wysokości składki, czyli do naszej straty.",pl
Czy Direct Debit jest bezpieczny?,"W Wielkiej Brytanii wszystkie płatności dokonywane z wykorzystaniem automatycznych płatności są chronione przez Direct Debit Guarantee. System ochrony jest zapewniany przez brytyjskie banki i inne instytucje finansowe (building societies). Zgodnie z zasadami użytkownik jest uprawniony do otrzymania pełnego zwrotu kwoty (full refund), która została pobrana z konta klienta w wyniku błędu. Rekompensata jest wypłacana przez bank, który następnie próbuje odzyskać pieniądze od strony trzeciej.",pl
Czy na trasie maratonu będą Pacemakerzy?,"Tak, wybrani zawodnicy poprowadzą swoje grupy na różne czasy. Pełną grupę pacemakerów wraz z czasami poznacie na stronie biegu.

Uwaga: W przypadku konieczności wymuszonej epidemią COVID-19, wprowadzenia startów falowych, w dużo mniejszych grupach pacemekerów na trasie zawodów nie będzie.",pl
Czy różnią się regały wspornikowe od regałów magazynowych / paletowych?,"Regały te różnią się sposobem składowania, regały wspornikowe nadają się idealnie do materiałów dłużycowych, natomiast produkty i materiały o niestandardowym kształcie i rozmiarze najlepiej składować z wykorzystaniem regałów paletowych.",pl
Czy aby dostać nagrodę trzeba mieszkać w Polsce?,"Tak, aktualnie konkursy kierujemy do osób mieszkających w Polsce ze względu właśnie na
wysyłkę nagród.",pl
Jak zmienić limit kredytowy na karcie?,"W celu bezpłatnej zmiany limitu na karcie kredytowej można zgłosić odpowiednią dyspozycję poprzez: Citibank Online w sekcji Zarządzanie kartami -> Wybierz kartę dla której chcesz zmienić limit i kliknij Zarządzaj -> Przyznany limit kredytowy zmień.W celu zmniejszenia limitu na karcie kredytowej napisz do nas wiadomość przez Citibank Online. Kwota limitu nie może być mniejsza niż obecne saldo zadłużenia na karcie. Pamiętaj, że w przypadku chęci podniesienia limitu w przyszłości będziemy wymagać dostarczenia aktualnych dokumentów dochodowych.",pl
Jak długo usługi łączności MyT są aktywne?,"Usługi łączności w aplikacji MyT Toyota będą działać przez 10 lat. Toyota pokrywa koszy danych wykorzystywanych do świadczenia usług łączności przez 10 lat, ale aplikacja MyT Toyota będzie działać nawet bez usług łączności.",pl
A co jak spadochron się nie otworzy?,"Każdy zestaw spadochronowy zawiera dwa spadochrony: główny i zapasowy, są one regularnie kontrolowane, co jest wymagane prawnie.
Jeśli spadochron główny się nie otworzy, Twój tandem pilot otworzy spadochron zapasowy, lub otworzy się on automatycznie na określonej wysokości.",pl
Czy BON będzie przysługiwał również na dzieci urodzone w okresie jego obowiązywania?,"Tak. Beneficjentami programu będą wszystkie dzieci urodzone do 31 grudnia 2021 r. Jednak w tej sytuacji rodzina będzie miała mniej czasu na wykorzystanie bonu – ważność wszystkich bonów, bez względu na moment ich przyznania, upływa 31 marca 2022 r.Czytaj Więcej.",pl
Czy po złożeniu zamówienia mogę zmienić adres dostawy?,Jeżeli zamówienie nie zostało jeszcze poddane do realizacji to jest możliwość zmiany adresu dostawy. Prosimy o jak najszybsze poinformowanie nas o tym na maila sklep@valetta.pl z podaniem numeru zamówienia i poprawnego adresu dostawy.,pl
Czy mogę zamówić grawer w innym kolorze?,"Kolor graweru zależy od materiału, na którym laser graweruje, dlatego nie mamy możliwości grawerowania kolorem.",pl
Jak działa funkcja „Z Toyoty do celu”?,"Funkcja „Z Toyoty do celu” jest dostępna na ekranie głównym aplikacji MyT Toyota. Funkcja jest dostępna w pokładowej nawigacji, jeżeli zaparkowałeś w innym miejscu niż docelowy punkt podróży.

Więcej informacji znajdziesz w naszej instrukcji obsługi.",pl
Jak sprawdzić dostępność produktów?,"Przy każdym z produktów znajduje się informacja o jego dostępności w sklepie:

- Brak towaru – chwilowo 0 sztuk na magazynie; jeżeli jesteś bardzo zainteresowany tym produktem, daj nam znać poprzez email: sklep@profilwino.pl lub telefonicznie: 605 992 176
- Na wyczerpaniu – ostatnie sztuki danego towaru, warto się pospieszyć z zakupem!
- Średnia ilość – mamy przynajmniej kilka/kilkanaście egzemplarzy
- Duża ilość – w magazynie mamy wystarczającą ilość produktu, aby obsłużyć wiele zamówień
- Dostępny na zamówienie – możemy specjalnie dla Ciebie sprowadzić ten produkt - skontaktuj się z nami drogą email: sklep@profilwino.pl lub telefonicznie: 605 992 176
- Spodziewana dostawa – produkt będzie dostępny już wkrótce
- Wycofany z oferty – produkt nie jest już dostępny w ofercie naszego sklepu",pl
Czy kurier skontaktuje się przed dostawą?,"Kurier nie ma obowiązku kontaktowania się przed dostawą i jest to jego dobra wola.
Firmy kurierskie np. DPD przesyłają w dniu doręczenia numer telefonu do kuriera aby móc się z nim skontaktować i ustalić szczegóły dostawy.
Jeśli nie chcesz czekać na kuriera zachęcamy do skorzystania z przesyłki do punktu odbioru gdzie odbierzesz paczkę w dogodnym dla Ciebie czasie.Paczkomaty umożliwiają odbiór paczek 24h na dobę.",pl
Czy mogę zamówić matę w innych kolorach?,"Oczywiście! Napisz do nas na info@matywechowe.pl, a prześlemy próbnik z dostępnymi kolorami do wyboru :)",pl
10. Czy ocena z religii wlicza się do średniej?,"Tak. Zgodnie §9 ust. 1 rozporządzenia “Ocena z religii lub etyki umieszczana jest na świadectwie szkolnym (…)”. Skoro więc ocena jest na świadectwie, bierze się ją przy obliczaniu średniej ocen.",pl
Czy NordVPN ma bezpłatną wersję próbną?,"Nie, NordVPN nie ma wersji bezpłatnej ani próbnej. Oferuje jednak 30-dniową gwarancję zwrotu pieniędzy.",pl
11 - Funkcje Advoidera nie działają na każdym kanale. Dlaczego?,"Jeśli funkcjonalność, którą oferuje Advoider nie jest dostępna na danym kanale, upewnij się, czy jest to kanał monitorowany (kanały monitorowane są oznaczone ikoną ""oka"" na liście kanałów).
W przypadkach, które dotyczą kanałów monitorowanych przez Advoidera, zgłoś awarię drogą mailową na adres: info@advoider.pl lub skontaktuj się z naszym Działem Obsługi Klienta pod numerem telefonu 68 410 99 76 (koszt według taryfy operatora).",pl
Jak zarobić na wędzarni w Toruniu?,Robiąc wysokiej jakości wędzonki możesz je sprzedawać swoim znajomym w mieście Toruń lub osobom z okolicznych miejscowości,pl
Gdzie kupić polisę OC na drona?,"Jest to wymóg prawny, musisz wykupić ubezpieczenie OC operatora drona, które jest potrzebne już do praktycznej części szkolenia dronowego UAVO. Naszym subiektywnym zdaniem aktualnie najlepsze warunki ma agent ubezpieczeń lotniczych - finansowa chata, link do nich poniżej, ubezpieczycielem jest Ergo Hestia. Sprawdzony agent jak i ubezpieczyciel, kursanci mieli szkody np. wlecieli w auto lub rozbili szybę, OC to pokryło. <link>",pl
5 - Do czego służy formularz kontaktowy i jakie dane muszą być w nim zawarte?,"W formularzu kontaktowym należy podać:
- adres e-mail;
- treść zapytania lub zgłoszenia.
Opcjonalnie można dodać także:
- imię i nazwisko;
- telefon komórkowy.
Jeśli zgłoszenie dotyczy problemów technicznych lub sugestii związanych z funkcjonalnościami aplikacji, do wiadomości warto załączyć zrzut ekranu obrazujący opisaną sytuację. Załącznik musi mieć format: JPG, PNG, GIF lub JPEG.",pl
Jak przygotować plik?,Pliki muszą być w jak najlepszej jakości. Wszystko jest zależne od wielkości wydruku. Po zapytaniu nasz grafik przesyła konkretne wymagania co do pliku lub przygotowuje go we własnym zakresie.,pl
Kiedy płaci się podatek od zakupu nieruchomości?,"Inaczej niż Polsce, w Niemczech podatek od zakupu nieruchomości nie jest płatny u notariusza tylko po dokonaniu wpisu zastrzegającego do ksiąg wieczystych co trwa około 4-6 tygodni. Po dokonaniu wpisu kupujący otrzymuje rachunek pocztą i ma na jego zapłatę około miesiąca.",pl
Czy całe drewienko/kadzidło trzeba spalić na raz?,"Nie, można odpalać je ponownie wiele razy. Gdy po okadzaniu zostawiamy tlące się kadzidło na podstawce, po pewnym czasie zgaśnie samo. Kolejnego dnia śmiało można powrócić do użycia tego samego kadzidła. Nasze produkty to suszone, naturalne rośliny, więc ich jakość z czasem nie ulega pogorszeniu.",pl
Cena wynajmu agregatu prądotwórczego?,Cena wynajmu agregatu prądotwórczego zależy od długości trwania wynajmu. Ceny zaczynają się od 99 zł  za 24h.,pl
1 - Czy pierwsze podłączenie urządzenia może zostać wykonane przez użytkownika samodzielnie czy jest konieczna usługa serwisanta?,"Advoider nie wymaga specjalistycznej instalacji więc wizyta serwisanta nie jest konieczna.
Proces konfiguracji urządzenia nie jest skomplikowany i można przeprowadzić go samodzielnie. Komunikaty informujące o kolejnych krokach konfiguracji napisane są w sposób przystępny i jasny dla użytkownika. Ponadto do każdego urządzenia dołączona jest instrukcja obsługi.

Podczas pierwszej instalacji, konieczna jest konfiguracja urządzenia Advoider za pomocą dedykowanej aplikacji mobilnej.
Należy połączyć urządzenie z aplikacją oraz z domową siecią Wi-Fi przez co aplikacja Cię przeprowadzi.
Po przejściu konfiguracji, w aplikacji będzie dostępny tzw ""profil domyślny"", gdzie znajdą się podstawowe ustawienia automatycznych czynności, jakie ma wykonywać dla Ciebie Advoider.
Aby jak najlepiej dopasować Advoidera do swoich potrzeb, zalecamy dokonanie personalizacji ustawień.

W razie jakichkolwiek problemów z konfiguracją zawsze możesz liczyć na naszą pomoc :)
Możesz się z nami skontaktować drogą mailową pod adresem: info@advoider.pl lub pod numerem telefonu 68 410 99 76 (koszt według taryfy operatora).",pl
Czy wdrażając strony www i sklepy internetowe korzystacie z oprogramowania open source?,"Strony www wdrażamy głównie w oparciu o WordPressa i Drupala natomiast w przypadku sklepów internetowych korzystamy głównie ze skryptów: Prestashop, Woocommerce i OpenCart",pl
Jak mogę otrzymać licencję akademicką?,"Aby otrzymać licencję akademicka konieczne jest zalogowanie się na stronie producenta Bricsys, a następnie pobranie klucza licencyjnego.",pl
Jak zmienić wielkość krzyża kursora?,"Uruchom Ustawienia, wyszukaj ""Wielkość krzyża kursora"" lub wpisz w wierszu poleceń CURSORSIZE (1 -minimalny rozmiar, 100 - pełny rozmiar).",pl
Jaka firma dostarczy zamówienie ?,Wszystkie przesyłki dostarczane są za pośrednictwem kuriera Pocztex. W przypadku zagranicznych przesyłek za dostawę odpowiada lokalny operator.,pl
Jak wyświetlić w konsoli polskie znaki?,"Trzeba je ręcznie wpisywać za pomocą odpowiednich kodów (muszą być poprzedzone backslashem ''):

206 - ć
210 - ł
230 - ś
242 - ó
245 - ą
251 - ę
253 - ź
276 - ż
344 - ń

Przykład:
[crayon-5f335a1e89884770162075/]
Autor: Iskar",pl
Kiedy warto zawrzeć ubezpieczenie?,Najlepiej jak najprędzej. W sytuacji panującej epidemii osoby po 60 są szczególnie narażone na śmierć w przeciwieństwie do młodszych grup wiekowych.,pl
Czy komplet akcesoriów do przecierów współpracuje z metalową maszynką do mięsa?,Niestety zestaw akcesoriów do przecierów 5KSMFVSP współpracuje jedynie z maszynką do mięsa z tworzywa o symbolu 5KSMFGA. Do metalowej maszynki 5KSMMGA producent jak na razie nie oferuje akcesoriów o podobnym zastosowaniu.,pl
Jakie są przeciwwskazania do wykonania zabiegu?,"Przeszczep włosów metodą FUE jest zabiegiem o małej inwazyjności, jednak nie oznacza to, że można wykonywać go u każdego Pacjenta wyrażającego taką potrzebę i chęć.
Zabiegu przeszczepu włosów, nie powinno się zatem wykonywać u Pacjentów, którzy mają problemy:

 	z zaburzeniami krzepnięcia krwi, szczególnie w przypadku tendencji do nadmiernych krwawień,
 	z odpowiednią jakością i ilością owłosienia dawczego (czyli pobieranego z okolicy dawczej, potylicznej),
 	z występowaniem stanów zapalnych skóry,
 	z nieuregulowanym ciśnieniem krwi,
 	chorują na zaawansowaną cukrzycę,
 	chorują na łysienie plackowate,
 	ze złą kondycją ogólną organizmu,
 	z występowaniem uczuleń na stosowane podczas zabiegu środki miejscowo znieczulające.",pl
Czy gry z poprzednich Xboksów zadziałają na Series X i S?,"Tak. Działać będą wszystkie gry z Xboxa One (a także wybrane z Xbox 360 a także pierwszego, oryginalnego). Ponadto, gdy tylko tytuł będzie wspierał taką funkcję, grając na Xboxie Series X lub S, otrzymacie jej ulepszoną wersję.",pl
Czym jest kod obsługi płatności?,"To 16-cyfrowy numer, który zostanie wygenerowany w momencie aktywacji bonu na platformie PUE ZUS i przesłany na Twój adres e-mail. Będziesz go potrzebować za każdym razem, gdy chcesz dokonać płatności za pomocą bonu.",pl
Czy wszystkie produkty są wysyłane w jednej paczce?,"Czasami, aby przyśpieszyć czas dostawy zamówione produkty są wysyłane w oddzielnych paczkach. Dzięki temu nie tracimy czasu na kompletowanie zamówienia tylko na bieżąco wysyłamy towar, który jest na stanie u naszych dostawców. Z tego powodu termin dostawy poszczególnych produktów w ramach jednego zamówienia może być różny.",pl
Czy mogę dokonać oklejenia samochodu?,Oklejenie pojazdu jest możliwe po konsultacji z Centrum Obsługi Klienta pod numerem telefonu 58 340 44 05.,pl
19. Czy przez naganne zachowanie można nie zdać do następnej klasy?,Nie. Ocena zachowania nie ma wpływu na promocję do następnej klasy ani na ukończenie szkoły (art. 44f ust. 9 pkt 2 ustawy o systemie oświaty – zob. pkt 18).,pl
Przesłałem film. Kiedy będzie on dostępny?,"Film musi zostać skonwertowany. Proces trwa zazwyczaj ok. 4 dni. Status filmu można sprawdzić na <a href=""<link> target=""_blank"">Twoim profilu</a>.",pl
Gdzie u Państwa możemy zasięgnąć opinii na temat wiedzy i kompetencji danego lekarza?,Nie udzielamy takich informacji – ocena pracy lekarza przez pacjentów ma zawsze charakter subiektywny i bardzo często jest radykalnie różna w zależności od indywidualnej opinii danego pacjenta.,pl
Czym się różni wzór operacji od wzoru geometrii?,"Wzór geometrii i Wzór operacji przeważnie dają taki sam rezultat. Jednakże, źródła wykorzystane do każdej z operacji są inne. Wzór operacji wykorzystywany jest do robienia kopii operacji 3D modeli wykonanych bezpośrednio w Alibre Design, posiadających drzewko operacji. Wzór geometrii natomiast jest wykorzystywany do kopiowania modeli zaimportowanych do Alibre i nieposiadających drzewka operacji. Oczywiście Wzorem geometrii także można kopiować model Alibre jednak jest to niezalecane.",pl
Usunięto jeden z moich ulubionych filmów. Dlaczego?,"Mógł on zostać usunięty przez osobę przesyłającą lub przez moderatora, z powodu nadużycia i/lub innych powodów.",pl
Czy panele wyglądają estetycznie na dachu?,"Wszystko pozostaje w kwestii gustu, w naszej ofercie mamy 3 rodzaje wykończenia paneli. Mamy całkowicie czarne, które doskonale komponują się z czarną dachówką. Są również panele w jasnej barwie, z aluminiową ramką i białą folię ochronną. Trzeci model ma czarną ramkę i białą folię między komórkami. Także każdy znajdzie coś dla siebie, a naszym zdaniem, dach wygląda dużo lepiej z panelami fotowoltaicznymi.",pl
Z jakimi urządzeniami jest kompatybilna aplikacja YattaReader?,"Aplikacja YattaReader jest kompatybilna z telefonami i tabletami Apple iPhone / iPad używającymi systemu iOS 9 i nowszych. Na urządzeniach z systemem Android najniższa obsługiwana wersja systemu to Android 5.1 Lollipop (22). Wersja przeglądarkowa aplikacji wymaga zgodności ze standardem WEBGL (Firefox 24 i nowsze, Chrome 33 i nowsze, Edge 76).",pl
Czy klimatyzator automatycznie ustawi potrzebne parametry?,"Tak, nowoczesne urządzenia automatycznie wykrywają temperaturę oraz często wilgotność.",pl
Czy mogę złożyć zamówienie przez telefon?,"Dzwoniąc do nas w celu zamówienia produktu możemy jedynie potwierdzić jego dostępność. Zamówienie wymaga formy pisemnej, którą w tym przypadku jest albo przejście procedury zapytania na stronie, albo wysłanie do nas wiadomości email.",pl
