question,answer,language
"Estos cursos, ¿son para mí?","Si. Porque trabajas en Agencia de Marketing Digital y SEO.
Si. Porque trabajas in house para una marca.
Si. Porque quieres capacitar a tus empleados.
Si. Porque eres SEO y/o desarrollador freelance.
Si. Porque tienes tus propios sitios web.
Si. Porque estudias SEO y/o desarrollo y quieres especializarte.",es
¿Desde qué momento puedo portear?,"Lo puedes hacer desde recién nacido, siempre y cuando no haya alguna contraindicación médica",es
¿Como instalar y reparar motor de persianas en Barcelona Madrid Valencia Burgos Alicante Provincia?,Nuestra empresa ofrece servicios de motorización de persianas de local y domesticas en Barcelona Madrid Valencia Burgos Alicante Provincia. Llama y te informamos.,es
¿Las clases son en directo?,Si. Queremos que sean dinámicas. Todas las clases serán en directo para fomentar la participación de los alumnos. Así podremos compartir y resolverte todas las dudas en tiempo real.,es
Qué IVA tengo que pagar si compro PICs sin material?,A los PICs sin material le tenemos que cargar el 21% de IVA,es
Deseo refinanciar mi deuda con una entidad financiera ¿Cuál es la normativa que regula los refinanciamientos?,Las condiciones de un refinanciamiento dependen exclusivamente de la entidad financiera.,es
¿Qué encontraré en el Cyber Days Hiraoka?,"Disfruta de todo esto y más en Hiraoka.com.pe, solo debes registrarte en nuestra tienda online para comprar de manera segura y sencilla. Prepárate para estos 4 días de oportunidades increíbles y ¡aprovecha al máximo el Black Friday!",es
¿Se entrega el teléfono con tarjeta SIM?,"No, los teléfonos son libres y se entregan siempre sin tarjeta sim. Si desea obtener una, deberá ponerse en contacto un operador de telefonía.",es
¿Cuándo se procesará mi pedido?,"Todos
los pedidos se manejan y envían desde nuestro almacén en México, Chiapas. Por
favor permita tiempo adicional para que su orden sea procesada debido a la
complejidad de los artículos y a los detalles que artesanos realizan, los
pedidos estarían procesándose de 2 a 4 días hábiles. Procesamos pedidos entre
lunes y viernes. Los pedidos se procesarán en un plazo dependiendo al método de
pago que haya utilizado para efectuar su compra.",es
¿Cómo pago el curso?,"Durante el <strong>periodo de inscripciones</strong> y UNA VEZ QUE TU LUGAR Y NIVEL SEAN CONFIRMADOS, podrás realizar el  <strong>pago en dólares canadienses</strong>, desde nuestra página WEB por el <strong>sistema</strong> <strong>PAYPAL </strong>o mediante una <strong>TRANSFERENCIA BANCARIA INTERNACIONAL </strong>a la cuenta de la UNAM-Canadá, desde el banco de tu elección.

Tanto el botón de pago PAYPAL como los datos de la cuenta Bancaria de la UNAM-Canadá, aparecerán en la página del curso solamente durante el <strong>periodo de inscripciones.</strong>",es
¿Qué significa la carta El Loco?,"El Loco es el Arcano del riesgo y la libertad, la actividad mental, la inexperiencia y la aventura. Representa a un personaje sencillo de aspecto joven y alocado, mostrando su mirada con cierta indiferencia al mundo que le rodea y sin importarle su pasado. Para él, la vida es un juego y como tal, se la toma./El Arcano el Loco, nos caracteriza a una persona extrovertida y risueña. El aprendizaje de sus propios errores y la sencillez con la que los trata, es la auténtica combinación de éste arcano. Siempre improvisa, es muy revolucionario, no tiene miedo ni se reprime y muy rara vez puede arrepentirse de algo que haya realizado. Es alguien que necesita libertad y no permite que nadie le diga lo que tiene que hacer./Significado en general posición derecha: Inconsciencia, falta de orden, actividad imprevista, libertad, juventud, inmadurez, cambios constantes. Aventura sentimental, flechazo. Riesgo en las finanzas. Dinero fácil sin sacrificio. Innovar, creativo e inusual. Salud Excelente, longevidad./Significado en general posición invertida: Desapego, desorden. Falta de compromiso, infidelidad, centrado en el sexo. Carencia de recursos, pérdidas, deudas. Irresponsable e inconformista. Estrés, problemas psicológicos severos, miedos, manías./Consejos eficaces del Arcano El Loco: Domina y reconoce tus miedos e inseguridades. Escapa de lo cotidiano. Un cambio físico te vendrá muy bien. Busca nuevas amistades. Acéptate y no esperes a que los demás deban hacerlo. Actúa de manera natural y con interés. Vive el día a día.",es
¿Puedo optar por la devolución de mi compra si no estoy presente en el momento del despacho?,De ningún modo South Wind devolverá el importe de la compra o el envío si el cliente no se encuentra en el domicilio a la fecha y hora acordada para la entrega y/o se imposibilita el despacho por alguna causa ajena a South Wind..,es
¿Qué tipos de prótesis existen?,"La prótesis dental fija: cualquier prótesis que no puede ser retirada por el paciente. Es muy similar a los dientes naturales. Existen las prótesis fijas que se sujetan sobre el diente natural del paciente. Sobre el diente natural, tras realizar un tallado, se encaja y cementa la prótesis. Por otro lado, existen prótesis que se fijan sobre implantes.
	  La prótesis removible: Su principal ventaja es que puede ser retirada por el paciente sin necesidad de acudir al dentista. Puede ser prótesis removible parcial o completa. Una prótesis parcial completa sustituye todas las piezas dentales.",es
¿QUÉ RELACIÓN EXISTE ENTRE EL WRC Y LOS SINDICATOS?,"El WRC es una organización que investiga condiciones laborales y no representa a los(as) trabajadores(as). La función del WRC no puede y no debe desplazar el papelde los sindicatos que representan a los trabajadores. El WRC apoya completamente al derecho de los(as) trabajadores(as) de crear su propio sindicato y el derecho de negociar un contrato colectivo. El WRC reconoce que los sindicatos son esenciales para realizar cambios verdaderos y de largo plazo. También, el WRC cree que los sindicatos son una fuente importante de información sobre las condiciones de trabajo. El WRC trabaja para formar relaciones con sindicatos en países del Sur que sean de beneficio mutuo.",es
¿Consume muchos datos Zoom Meeting?,"Zoom consume aproximadamente entre 540MB y 1,62GB de datos por hora en una videoconferencia uno a uno. Y entre 810MB y 2,4GB de datos por hora en videoconferencias grupales.",es
¿QUÉ SE PUEDE GUARDAR EN UNA EMPRESA GUARDAMUEBLES?,Cualquier material legal que pueda ser almacenado en nuestros almacenes.,es
¿Qué sucede cuando la orden no se reciba dentro del período de tiempo indicado?,"En los términos y condiciones de la aplicación se indica que la orden podría tener un retraso por tráfico o algún otro incidente que confronten los conductores. En la medida que sea posible, se mantendrá al cliente informado de cualquier retraso con la orden.",es
➡️¿Cuanto cobra los cerrajeros de cajas fuertes en Barcelona?,Los tecnicos cerrajeros de cajas fuertes son mas baratos en Barcelona. Llamenos!!!,es
¿Qué tipos de auditoría realiza la Oficina del Contralor?,"Algunos tipos de auditoría que puede efectuar la Oficina son los siguientes:

	Auditoría de Rendimiento, Desempeño o Ejecución (Performance Audit)

	Auditoría de Cumplimiento
	Auditoría Operacional


	Auditoría de Tecnología de Información
	Auditoría Financiera.",es
¿Qué modelo es el adecuado para los niños?,Para niños recomendamos el modelo MINI (o el modelo ACTIVE si crees que las tallas MINI son demasiado pequeñas).,es
¿CUÁL ES LA FUNCIÓN DEL BOTOX?,"La toxina botulínica ejerce una función relajante para los músculos, es decir, ayuda a suavizar las líneas de expresión ya que ejerce su principal acción en los músculos donde ésta se coloque.",es
¿Qué cabina puedes elegir?,"Hoy en día podemos dividir los tipos de cabinas en interior, exterior, exterior con balcón y suite. La diferencia entre interior y exterior es que los camarotes interiores no tienen ventana y los camarotes exteriores tienen ojo de buey o ventana al exterior, también puede variar el tamaño y la ubicación en el barco según el buque y naviera. Los camarotes exteriores con balcón tienen un mayor tamaño y además un balcón al exterior desde el cual se puede disfrutar más íntimamente del mar y suelen estar situados en las plantas superiores. Las suites son los camarotes más grandes del barco, situados en sitios estratégicos y con prioridades con respecto a los clientes que van en otro tipo de camarotes (embarque prioritario, mayordomo, prensa... )",es
¿Qué parte del pescado es la mojama?,"Para elaborar mojama, se utilizan partes nobles del atún, como son los lomos del descargamento y bajos.",es
¿Qué días son festivos? ¿Se deben pagar aparte?,"Los días festivos se establecen cada año según el calendario laboral y este calendario depende del lugar de residencia: hay días festivos nacionales, provinciales y locales.

Los días festivos normalmente son días libres para los trabajadores pero cabe la posibilidad de acordar con la cuidadora que trabaje remunerándoselos aparte.",es
¿Cuánto tardará en llegar mi pedido?,"Los artículos que aparezcan disponibles en la web, tardarán ente 1 y 3
 días en llegar dentro de la península, 2-4 días a Baleares, y una 
semana a Canarias, Ceuta, Melilla y el resto de Europa.
Los artículos que no estén en stock, pero estén disponibles para 
encargar, normalmente tardan un par de semanas, pero lo mejor es 
consultar la disponibilidad vía email a nautisurf@nautisurf.es
Los productos no disponibles, normalmente no tienen fecha de estimación, pero es mejor consultar.
Ten en cuenta que para que una entrega se realice intervienen 
diferentes factores que no dependen de nosotros. Los pedidos los 
procesamos muy rápido, pero luego pasan por diferentes plataformas y 
agencias hasta llegar a su destino.",es
¿Cuál es la mejor época para hacerse algún tratamiento corporal?,"Los tratamientos que relizamos no son fotosensibilizantes, no hay que tener precaución a la hora de exponerse al sol, así que cualquier época es perfecta, no solo para la operación bikini, si no para prepararse y mantenerse todo el año.",es
¿Cuál es el tamaño de las etiquetas?,"Las etiquetas autoadhesivas (que no se han de planchar) y las etiquetas planchables tienen un tamaño de 30 x 13 mm, un tamaño perfecto para la mayoría de prendas (sobre la etiqueta de instrucciones de lavado), zapatos y accesorios.
Las mini etiquetas tienen un tamaño de 16 x 6 mm y son perfectas para la mayoría de cosas pequeñas, como por ejemplo material escolar, pinzas para el cabello, chupetes, gafas de sol y piezas de lego.
Las etiquetas grandes varían de tamaño. Son perfectas para la fiambrera, la botella, los juguetes de exterior, la bicicleta y otras cosas grandes.",es
¿Cuánto cuesta?,"La descarbonización de motores por inyección de hidrógeno de FlexFuel es un servicio realizado por un taller equipado y entrenado por nosotros. Para encontrar un taller asociado, vaya a nuestra página Dónde encontrar un taller.
Su taller equipado con una estación de descarbonización por inyección de hidrógeno FlexFuel le ofrecerá el servicio más adecuado para su vehículo.

En el caso de un tratamiento preventivo de 60 minutos para cilindradas de hasta 2L, las tarifas recomendadas son de 69€ a 89€.
Para cilindradas de hasta 4.5L, el tratamiento preventivo es de 90 minutos, las tarifas recomendadas varían entre 119€ y 149€.
Para cilindradas más grandes, se aplica un tratamiento de 120 minutos con una precio de 199€.


Tarifa pública recomendada para tratamiento curativo


En el caso de un tratamiento curativo de 90 minutos para cilindradas de hasta 2L, las tarifas recomendadas son de 119€ y 149€.
Para cilindradas de hasta 4.5L, el tratamiento curativo practicado es de 120 minutos y las tarifas recomendadas son de 149€ a 199€.
Para cilindradas más grandes, se aplica un tratamiento de 120 minutos, el precio recomendado es de 299€.

¿Qué tipos de tratamiento ofrecen los talleres equipados con FlexFuel?
El tipo de tratamiento* se definirá teniendo en cuenta los diferentes datos de su vehículo (número de cilindros), el kilometraje, el perfil de su conductor y una tasa de suciedad de su vehículo.
Dependiendo de la tasa de suciedad de su motor, nuestros talleres asociados entrenados y equipados con la tecnología FlexFuel ofrecen varios paquetes de descarbonización por inyección de hidrógeno, que van desde un simple tratamiento preventivo hasta un tratamiento curativo con limpieza completa.
A continuación se presentan las líneas principales de los dos tipos de tratamiento*:
Tratamiento preventivo:
Se recomienda el tratamiento preventivo como parte del mantenimiento de su vehículo, ya que ayuda a extender la vida útil de su motor. Al evitar demasiadas incrustaciones, evita averías, consumo excesivo de combustible y pérdida de rendimiento.
Tratamiento curativo:
Los tratamientos curativos, por su parte, permiten tratar averías y fallos de funcionamiento relacionados con la acumulación de carbonilla en su motor. Este tratamiento también reduce el consumo de combustible y las emisiones contaminantes.
La descarbonización por inyección de hidrógeno de FlexFuel® permite, no solo limpiar su motor, sino también partes como el filtro de partículas, el turbocompresor, la válvula EGR o el sistema de inyección.
*La elección de uno u otro de estos servicios depende de la tasa de contaminación de su vehículo.
¿Cuál es el precio aplicado por tipo de tratamiento?
Por lo tanto, el precio de su descarbonización depende del tipo de tratamiento elegido y de las piezas que requieren limpieza, de la motorización de su vehículo, pero también del tiempo de tratamiento necesario para una descarbonización efectiva.
Dependiendo del tipo de tratamiento, las tarifas públicas máximas recomendadas oscilan entre € 69, impuestos incluidos, y € 299, impuestos incluidos.
Tarifa pública recomendada para tratamiento preventivo

En el caso de un tratamiento preventivo de 60 minutos para cilindradas de hasta 2L, las tarifas recomendadas son de 69€ a 89€.
Para cilindradas de hasta 4.5L, el tratamiento preventivo es de 90 minutos, las tarifas recomendadas varían entre 119€ y 149€.
Para cilindradas más grandes, se aplica un tratamiento de 120 minutos con una precio de 199€.

Tarifa pública recomendada para tratamiento curativo

En el caso de un tratamiento curativo de 90 minutos para cilindradas de hasta 2L, las tarifas recomendadas son de 119€ y 149€.
Para cilindradas de hasta 4.5L, el tratamiento curativo practicado es de 120 minutos y las tarifas recomendadas son de 149€ a 199€.
Para cilindradas más grandes, se aplica un tratamiento de 120 minutos, el precio recomendado es de 299€.",es
"Acepté pagar los gastos, ¿Puedo reclamar?","Si, el que aceptaras una cláusula sin negociarla, sin que te informaran sobre ella, que te impuso y predispuso el banco, es la base de su nulidad. Podrás reclamar.",es
¿Quién ordena el desbloqueo de cuentas y/o inversiones?,"La orden de desbloqueo de cuentas la emite la misma autoridad que dispuso el bloqueo, lo cual es comunicado a la Superintendencia de Bancos para que notifique al sistema financiero.",es
Kico mi ta haci cu un eCard?,"Cu e eCards nan aki bo por cumpra music y apps riba Apple su Appstore of Google Play Store, bo por cumpra games riba PlayStation Network, Xbox Store of Nintendo eShop sin haci uzo di un credit card. Tambe bo por bay shop riba Amazon.com cu nos eCards nan nobo di Amazon.",es
¿Todos los impuestos y costos están incluidos en el valor de mi reservación al alquilar un carro en advantage miami?,"Al rentar un auto  en advantage miami a través de Miles Car Rental, tendrás la garantía de que todos los impuestos y costos estarán incluidos en tu reservación. Ten en cuenta que en ciertas ocasiones, algunos impuestos y/o recargos se deberán pagar en destino.",es
QUE SUCEDE SI ME PONEN UNA MULTA DURANTE EL ALQUILER?,"En caso de que te impongan una multa de tráfico durante el periodo de alquiler, A.Turbo Rent a car, S.L está obligado por Ley a identificarte y facilitar a las autoridades tus datos personales, de manera que recibirás en tu domicilio la sanción que te impongan para su pago.",es
¿Hay alguna multa o recargo en las tasas por renovarlo después de caducado?,"No, aunque NO puedes conducir con el carnet caducado.",es
¿Qué es KPI?,"Los KPI’s son las siglas en inglés de la frase “Key Performance Indicator” o “Indicadores Claves de Desempeño”, utilizados para monitorear y medir la eficacia de las acciones que realizamos en nuestra estrategia online. Su función principal consiste en permitir un seguimiento inteligente y analítico de las metas asociadas a los objetivos definidos por la marca.Más información sobre marketing digital",es
¿EL PROCEDIMIENTO OCASIONA MOLESTIAS?,"La mayor molestia es durante la colocación de la anestesia local, posterior a esto, las molestias son imperceptibles.",es
¿En cuánto tiempo se generan resultados?,Si ya cuentas con un canal de YouTube® y comienzas a aplicar las técnicas de optimización puedes percibir resultados en cuestión de días. No obstante el programa tiene una duración de 3 meses porque ese es el plazo mínimo óptimo que recomendamos para ver resultados de más impacto.,es
¿Son los planes de alojamiento web realmente ilimitados?,"Nuestras cuentas de hosting son efectivamente ilimitadas para el uso con el que han sido concebidas: alojar sitios web y cuentas de correo electrónico. Nuestros planes están pensados para cubrir las necesidades habituales de un usuario individual o una empresa de tamaño pequeño o mediano.    Los únicos límites se encuentran en usos no previstos o que puedan comprometer la estabilidad de nuestros servicios o perjudicar al resto de usuarios como: envío de correo masivo y/o no solicitado, alojamiento de ficheros privados, alojamiento de ficheros no relacionados con la presencia web, alojamiento y/o publicación de ficheros o información ilegal o que pueda ser sospechosa de serlo, creación de servicios de descarga y/o intercambio de ficheros, etc.    Ocurre con muy poca frecuencia que tengamos que cancelar un servicio contratado. Si la utilización del servicio es legítima pero excede las capacidades para las que ha sido diseñado, nuestro equipo te contactará para ofrecerte una solución más adecuada a tus necesidades.",es
¿De dónde surge el mandato de fiscalizar la propiedad y los fondos públicos?,"En la Sección 22 del Artículo III de la Constitución del Estado Libre Asociado de Puerto Rico del 25 de julio de 1952 se establece que: El Contralor fiscalizará todos los ingresos, cuentas y desembolsos del Estado, de sus agencias e instrumentalidades y de los municipios, para determinar si se han hecho de acuerdo con la ley. Rendirá informes anuales y todos aquellos informes especiales que le sean requeridos por la Asamblea Legislativa o el Gobernador.",es
¿Estaré cubierto si también actúo como constructor de la obra?,"No, la responsabilidad civil será efectiva solo a acciones derivadas del promotor.",es
¿Es seguro comprar en el Cyber Wow?,"Comprar en Hiraoka.com.pe durante el Cyber Wow 2020 es 100% seguro. Nuestra tienda online cuenta con una Certificación SSL que nos califica como un sitio web seguro y que garantiza la protección de tu información personal. Asimismo, estamos afiliados a Niubiz, una reconocida pasarela de pago que asegura la confidencialidad de los datos de tus tarjetas.",es
¿Cuáles son los métodos de pago?,"Hay tres conceptos en términos de pago:

La FIANZA: Son 800€ y la guardaremos hasta final de curso. Si cuando te vuelvas a casa en junio, tu habitación está en perfecto estado y tal y como te la entregamos, estos 800€ se te devolverán íntegramente. En el caso de que haya algún desperfecto, se descontará de esta fianza la parte proporcional a los desperfectos causados.
El DEPÓSITO DE GARANTÍA: Será el equivalente a una mensualidad + IVA y se convertirá en el pago del último mes de estancia en nuestra residencia.
La MENSUALIDAD: se realiza por domiciliación bancaria entre el 1 y el 5 de cada mes
Los pagos se hacen en 4 pasos:

250€ (primera parte de la fianza) para garantizar tu plaza – en los 5 días hábiles después de recibir la oferta de plaza.
550€ para completar la Fianza de 800€ – a pagar entre el 1 y el 30 de junio. [Estas dos cantidades se juntan para formar la FIANZA]
1 de agosto – pago del DEPOSITO DE GARANTIA. La cantidad será equivalente a una mensualidad + IVA y se pagará generalmente por domiciliación bancaria. El DEPOSITO DE GARANTIA forma parte vinculante de la RESERVA y se convertirá en el pago del último mes de estancia (normalmente junio del año después de entrada).
Posteriormente los pagos serán domiciliados en los primeros 5 (cinco) días del mes.",es
¿Cómo se renueva o actualiza el certificado energético?,Será el órgano competente de cada Comunidad Autónoma en materia de certificación energética el que se encargue de establecer las condiciones especificas para proceder a su renovación o actualización.,es
¿Puedo estudiar un máster español en el extranjero?,"¡SÍ!. Somos una escuela de negocios internacional y gran parte de nuestros alumnos provienen del extranjero. Nuestra metodología online te permite estudiar desde cualquier lugar. Sólo necesitas una conexión a Internet.La mayoría de nuestros programas cuentan con evaluación continua por lo que podrás ir avanzando en su estudio desde cualquier país. Algunos programas requieren de un examen final presencial, para lo que contamos con sedes en diferentes ciudades de España y de fuera de España.  Consulta a tu asesor académico sobre nuestras sedes y metodología.",es
¿Qué ventaja obtengo si ustedes reparan o re-fabrican el cuadro de instrumentos de mi coche en vez de ponerla nuevo?,"Nuestro primer objetivo es el cliente satisfecho. Siempre intentamos dar a nuestros clientes la mejor solución para la avería o necesidad que tiene en cada momento, y con la mejor relación calidad / precio, pero siempre primando la calidad a un precio razonable. En cualquier dispositivo o conjunto que hace una función específica en un automóvil, hay más de un 80% de los componentes que son pasivos, es decir que forman parte de este, pero no sufren desgaste ni tienen posibilidad de estropearse, (carcasas, soportes, ejes, etc.) que además suelen ser los que suman la mayor parte del coste del conjunto. Nosotros, comprobamos y reparamos o sustituimos el otro 20% que si se avería o sufre desgaste, por lo que un cuadro de instrumentos reparado o re-fabricado, queda  en las mismas condiciones que nuevo, e incluso en algunos casos mejor, ya que se corrigen, mejoran y /o refuerzan algunos fallos de diseño iniciales, y con la misma garantía (ver detalles de esta), pero con un coste inferior para vd. el cliente.",es
¿Ofrecer el servicio de cerrajeros las 24 horas en Barcelona Madrid Valencia Burgos Alicante Provincia?,"si, nuestros cerrajeros 24 horas y 365 dias al año incluso festivos en Barcelona Madrid Valencia Burgos Alicante Provincia. Llamenos y le atenderemos sin compromiso.",es
¿Qué sucede después de hacer un pedido?,"Le enviaremos un correo electrónico de confirmación para confirmar que hemos aceptado su pedido, que muestra una copia del pedido que ha realizado. Si cometió un error en el pedido, debe informarnos de inmediato.",es
¿Cuánto pesa una silla gamer?,El peso total de una silla gamer suele ser entre los 20kg y 25kg.,es
¿Que medios de pagos son aceptados?,"Aceptamos:AbitabRedpagosWesterUnionMasterCardMaestroDinersClubVisaOcaTransferencia bancariaAirbnb (ver links en página de contacto)Criptomonedas: Bitcoin (BTC), Bitcoin Cash (BCH), Ethereum (ETH), stablecoins USD (GUSD, USDC, PAX, BUSD) y Ripple (XRP)",es
?¿Qué precio tiene una experiencia de escape room?,"El precio depende del día de la semana y el número de participantes. El día más económico son los miércoles (Día del Escapistas), donde es posible de jugar por 45 euros un grupo formado desde 2 a 6 jugadores. Consultar en la web el apartado Tarifas para el resto de promociones.",es
¿CUÁL ES LA DIFERENCIA ENTRE LAS LOCIONES Y LAS ESPUMAS?,"Las dos presentaciones cuentan con la misma efectividad, la diferencia es que varían los números de atomizaciones, los mililitros y la forma de recibir el producto en la piel. El médico definirá cuál es la más adecuada para ti.",es
